"_system_object_id","oeu_nc_name_de","oeu_nc_name_en","_tags"
"112204","Aarebrücke","Aare Bridge","ed-dc-leo"
"112205","Wohnhaus Waldwiese Heinz Isler","Residential Building Waldwiese Heinz Isler","ed-dc-leo"
"112206","Projekt „Bauma“ Zürich","“Bauma” Project in Zurich","ed-dc-leo"
"112208","Materiallager (vermutlich Militärbasis)","Material Warehouse (Presumably Military Base)","ed-dc-leo"
"112209","Werdhölzli Bedachung","Werdhölzli Roofing","ed-dc-leo"
"112210","Architekt Niggli : Tennishalle","Architect Niggli : Indoor Tennis Court","ed-dc-leo"
"112211","INKU Zentrallager","INKU Central Warehouse","ed-dc-leo"
"112212","Brauerei Eichhof","Brewery Eichhof","ed-dc-leo"
"112213","Maschinenfabrik W. Wenk AG (auch Stratec Medical, heute Synthes Produktions GmbH)","Machine Factory W. Wenk AG (Also Stratec Medical, Today Synthes Productions Gmbh)","ed-dc-leo"
"112214","Terrassenhaus Stalder","Stalder Terrace House","ed-dc-leo"
"112215","Feinzwirnerei in Mittweida : Umbau und Erweiterung zum Hotel","Fine Twisting Mill in Mittweida : Conversion and Extension Into a Hotel","ed-dc-leo"
"112216","Lastwagen und Baumaschinen AG","Trucks and Construction Machinery AG","ed-dc-leo"
"112218","Mechanische Werkstätte Kurt Studer (heute Studer AG Landtechnik und Umwelttechnik)","Mechanical Workshop Kurt Studer (Today Studer AG Landtechnik und Umwelttechnik)","ed-dc-leo"
"112219","Ferienhaus Althaus","Holiday House Althaus","ed-dc-leo"
"112220","SBB : Sektion Hochbau Kreis II (Luzern)","SBB : Building Construction Section II (Lucerne)","ed-dc-leo"
"112221","Marry Hall","Marry Hall","ed-dc-leo"
"112222","Wiener Verkehrsbetriebe : Zentralwerkstätte Wien-Simmering","Wiener Verkehrsbetriebe : Central Workshop Vienna-Simmering","ed-dc-leo"
"112223","Rheinkraftwerk Säckingen RKS","Rhine Power Station Säckingen RKS","ed-dc-leo"
"112225","Edipsos","Edipsos","ed-dc-leo"
"112226","Autorama Ford Garage : Instandsetzung und Abdichtung","Autorama Ford Garage : Restoration and Waterproofing","ed-dc-leo"
"112227","Garage Städeli Tribolet","Garage Städeli Tribolet","ed-dc-leo"
"112228","Bus-Wartehäuschen","Bus Stop","ed-dc-leo"
"112229","Atom Unterstand Centre d’Etudes Nucléaires (Comissariat à l’énergie atomique)","Nuclear Shelter Centre D’Etudes Nucléaires (Comissariat à L’éNergie Atomique)","ed-dc-leo"
"112230","Weigelt & Söhne","Weigelt & Söhne","ed-dc-leo"
"112231","Druckerei Uhl","Printing Press Uhl","ed-dc-leo"
"112232","Egli : Garage","Egli : Garage","ed-dc-leo"
"112235","Heinrich von der Weien KG","Heinrich von der Weien KG","ed-dc-leo"
"112237","Lagerhalle Walzdraht","Warehouse Wire Rod","ed-dc-leo"
"112238","Wäscherei Bardusch : Wäscherei : Neubau","Laundry Bar Shower : Laundry","ed-dc-leo"
"112239","Florélites Clause SA : Gartencenter Toulouse","Florélites Clause SA : Garden Center Toulouse","ed-dc-leo"
"112240","Autobahnzubringer Unteres Emmental AZUE Lyssach","Highway Slip Road Lower Emmental AZUE Lyssach","ed-dc-leo"
"112241","Yitzhak Rabin Center","Yitzhak Rabin Center","ed-dc-leo"
"112242","Bahnhof Landquart RhB : Bahnhof - Buffet Pavillon : Neubau","Train Station Landquart RhB : Train Station - Buffet Pavilion : New Building","ed-dc-leo"
"112243","Architekt Jartschitsch","Architect Jartschitsch","ed-dc-leo"
"112244","Gruber Söhne (Autogarage S. Gruber Söhne ?)","Gruber Söhne (Car Garage S. Gruber Söhne ?)","ed-dc-leo"
"112245","Maschinenfabrik Kunz & Co. (heute Samro Technik AG) : Erweiterung","Maschine Factory Kunz & Co. (Today Samro Technik AG) : Extension","ed-dc-leo"
"112246","Einfamilienhaus Dr. med H. Zehntner : Kunststoffdach über Bassin","Single-Family House Dr. Med H. Zehntner : Plastic Roof Over the Basin","ed-dc-leo"
"112247","Hospice General : Francisco Yubero","Hospice General : Francisco Yubero","ed-dc-leo"
"112248","Entreprises Morillon Corvol Courbot SA : Tennishalle und Industriehalle","Entreprises Morillon Corvol Courbot SA : Tennis Hall and Industrial Hall","ed-dc-leo"
"112249","Firma Hettich : Produktionsgebäude","Hettich Company : Production Building","ed-dc-leo"
"112250","Leinenweberei Langenthal : Fabrikneubau","Langenthal Linen Weaving Mill : New Factory Building","ed-dc-leo"
"112251","Hauptbahnhof Stuttgart 21 : Honorarordnung und Vertragsentwurf","Central Station Stuttgart 21 : Fee Schedule and Draft Contract","ed-dc-leo"
"112252","E. Bassin AG : Hallenneubau :","E. Bassin AG : New Hall","ed-dc-leo"
"112253","RBS : Sanierung der Tiefenaustrasse","RBS : Renovation of the Tiefenaustrasse","ed-dc-leo"
"112254","Aarebrücke","Aare Bridge","ed-dc-leo"
"112255","Wohnhaus Waldwiese Heinz Isler","Residential Building Waldwiese Heinz Isler","ed-dc-leo"
"112256","Projekt „Bauma“ Zürich","“Bauma” Project in Zurich","ed-dc-leo"
"112257","SOLO Kleinmotoren GmbH","SOLO Small Motors Gmbh","ed-dc-leo"
"112258","Materiallager (vermutlich Militärbasis)","Material Warehouse (Presumably Military Base)","ed-dc-leo"
"112259","Werdhölzli Bedachung","Werdhölzli Roofing","ed-dc-leo"
"112260","Architekt Niggli : Tennishalle","Architect Niggli : Indoor Tennis Court","ed-dc-leo"
"112261","INKU Zentrallager","INKU Central Warehouse","ed-dc-leo"
"112262","Brauerei Eichhof","Brewery Eichhof","ed-dc-leo"
"112263","Maschinenfabrik W. Wenk AG (auch Stratec Medical, heute Synthes Produktions GmbH)","Machine Factory W. Wenk AG (Also Stratec Medical, Today Synthes Productions Gmbh)","ed-dc-leo"
"112264","Terrassenhaus Stalder","Stalder Terrace House","ed-dc-leo"
"112265","Feinzwirnerei in Mittweida : Umbau und Erweiterung zum Hotel","Fine Twisting Mill in Mittweida : Conversion and Extension Into a Hotel","ed-dc-leo"
"112266","Lastwagen und Baumaschinen AG","Trucks and Construction Machinery AG","ed-dc-leo"
"112267","Kurven auf Millimeterpapier","Curves on Graph Paper","ed-dc-leo"
"112268","Mechanische Werkstätte Kurt Studer (heute Studer AG Landtechnik und Umwelttechnik)","Mechanical Workshop Kurt Studer (Today Studer AG Landtechnik und Umwelttechnik)","ed-dc-leo"
"112269","Ferienhaus Althaus","Holiday House Althaus","ed-dc-leo"
"112270","SBB : Sektion Hochbau Kreis II (Luzern)","SBB : Building Construction Section II (Lucerne)","ed-dc-leo"
"112271","Marry Hall","Marry Hall","ed-dc-leo"
"112272","Wiener Verkehrsbetriebe : Zentralwerkstätte Wien-Simmering","Wiener Verkehrsbetriebe : Central Workshop Vienna-Simmering","ed-dc-leo"
"112273","Rheinkraftwerk Säckingen RKS","Rhine Power Station Säckingen RKS","ed-dc-leo"
"112275","Edipsos","Edipsos","ed-dc-leo"
"112276","Autorama Ford Garage : Instandsetzung und Abdichtung","Autorama Ford Garage : Restoration and Waterproofing","ed-dc-leo"
"112277","Garage Städeli Tribolet : Neubau","Garage Städeli Tribolet : New Building","ed-dc-leo"
"112278","Bus-Wartehäuschen","Bus Stop","ed-dc-leo"
"112279","Atom Unterstand Centre d’Etudes Nucléaires (Comissariat à l’énergie atomique)","Nuclear Shelter Centre D’Etudes Nucléaires (Comissariat à L’éNergie Atomique)","ed-dc-leo"
"112280","Weigelt & Söhne","Weigelt & Söhne","ed-dc-leo"
"112281","Druckerei Uhl","Printing Press Uhl","ed-dc-leo"
"112282","Egli : Garage","Egli : Garage","ed-dc-leo"
"112283","Horlacher AG : Lager- und Speditionshalle : Erweiterung","Horlacher AG : Warehouse and Shipping Hall : Extension","ed-dc-leo"
"112285","Heinrich von der Weien KG","Heinrich von der Weien KG","ed-dc-leo"
"112287","Lagerhalle Walzdraht","Warehouse Wire Rod","ed-dc-leo"
"112288","Wäscherei Bardusch : Wäscherei : Neubau","Laundry Bar Shower : Laundry","ed-dc-leo"
"112289","Florélites Clause SA : Gartencenter Toulouse","Florélites Clause SA : Garden Center Toulouse","ed-dc-leo"
"112290","Autobahnzubringer Unteres Emmental AZUE Lyssach","Highway Slip Road Lower Emmental AZUE Lyssach","ed-dc-leo"
"112291","Yitzhak Rabin Center","Yitzhak Rabin Center","ed-dc-leo"
"112293","Werkzeugmaschinen Reishauer AG","Machine Tools Reishauer AG","ed-dc-leo"
"112294","Sprengstoff-Fabrik Isleten","Isleten Explosives Factory","ed-dc-leo"
"112296","Migrol-Tankstelle","Migrol Petrol Station","ed-dc-leo"
"112297","Ego-Werke (heute EgoKiefer AG) : Kunststoff-Vordach","Ego-Werke (Today Egokiefer AG) : Plastic Canopy","ed-dc-leo"
"112298","Kräher & Jenni, Architekten","Kräher & Jenni, Architects","ed-dc-leo"
"112299","form + druck","Form + Pressure","ed-dc-leo"
"112300","Ernst Marti AG : Werkstatt und Einstellhalle","Ernst Marti AG : Workshop and Parking Garage","ed-dc-leo"
"112301","Werkzeug-Maschinen Rudolf Frey","Machine Tools Rudolf Frey","ed-dc-leo"
"112303","Werkhalle","Workshop","ed-dc-leo"
"112304","Studien für Wohnhäuser","Studies for Residential Houses","ed-dc-leo"
"112305","provisorische Kranüberdachung","Temporary Crane Roofing","ed-dc-leo"
"112306","Hochregallager","High Rack Warehouse","ed-dc-leo"
"112307","Atom Unterstand Rotherham","Nuclear Shelter Rotherham","ed-dc-leo"
"112308","Tschopp (= Holzwerke Gebrüder Tschopp ?) : Lastwagen- und Fabrikationshalle : Neubau","Tschopp (= Holzwerke Gebrüder Tschopp ?) : Truck and Production Hall : New Building","ed-dc-leo"
"112309","Schalenhaus Balz","Shell House Courtship","ed-dc-leo"
"112310","Hallenneubau","New Hall","ed-dc-leo"
"112311","Florélites Clause SA Bützberg","Florélites Clause SA Bützberg","ed-dc-leo"
"112312","Zentralheizungen Kurt Tobler : Lagerhalle","Central Heating Kurt Tobler : Warehouse","ed-dc-leo"
"112313","Moschee Riad","Mosque Riyadh","ed-dc-leo"
"112314","Gustav Epple Bauunternehmung","Gustav Epple Construction Company","ed-dc-leo"
"112315","Brunau Garage AG : Werkstatt : Neubau","Brunau Garage AG : Workshop : New Building","ed-dc-leo"
"112316","Dan u. Komme GmbH : Eishallen Überdeckung Filderstadt : Fildorado","Dan u. Komme GmbH : Ice Rink Cover Filderstadt : Fildorado","ed-dc-leo"
"112317","Friedhof Burgdorf : Stützmauer Gärtnerhaus","Burgdorf Cemetery : Retaining Wall Gardener’s House","ed-dc-leo"
"112318","Kaufpark Warendorf","Warendorf Department Store","ed-dc-leo"
"112319","Jaecker : Lagerhalle : Neubau","Jaecker : Warehouse : New Building","ed-dc-leo"
"112322","Erich Simon","Erich Simon","ed-dc-leo"
"112323","Construction de halles","Construction de Halles","ed-dc-leo"
"112324","Schwimmbad Dr. Cianella","Swimming Pool Dr. Cianella","ed-dc-leo"
"112326","Terrassenhäuser Rain-Bünten","Terrace Houses Rain-Bünten Oensingen","ed-dc-leo"
"112327","Gartencenter Ebnat","Garden Center Ebnat","ed-dc-leo"
"112328","Mehrzweckhalle : Neubau","Multipurpose Hall : New Building","ed-dc-leo"
"112329","Typologische Studien für Wohnsiedlung mit Ballon-Schalen-Iglus","Typological Studies for Housing Developments With Balloon-Shell Igloos","ed-dc-leo"
"112330","Möbelfabrik „Möfa“ : Wüthrich","Furniture Factory “Möfa” : Wüthrich","ed-dc-leo"
"112331","Entreprises Morillon Corvol Courbot SA : Basis Strassbourg","Entreprises Morillon Corvol Courbot SA : Strasbourg Base : Indoor Tennis Center and Standard Halls","ed-dc-leo"
"112332","Tennisclub Kempten : Tennishalle : Neubau","Kempten Tennis Club : Indoor Tennis Center : New Building","ed-dc-leo"
"112333","Semperit-Werke : Österreichisch-Amerikanische Gummiwerke AG : Fertigungshalle Tiroler Schaumstoffe","Semperit-Werke : Österreichisch-Amerikanische Gummiwerke AG : Production Hall for Tyrolean Foams","ed-dc-leo"
"112334","Gebrüder Schacher AG : Fabrikneubau","Gebrüder Schacher AG : New Factory Building","ed-dc-leo"
"112335","Devex SA","Devex SA","ed-dc-leo"
"112336","Trösch Glas AG","Trösch Glas AG","ed-dc-leo"
"112338","Südwestdeutsche Verkehrs-AG SWEG : Buseinstellhalle Ettenheim","Südwestdeutsche Verkehrs-AG SWEG : Ettenheim Bus Depot","ed-dc-leo"
"112339","Mehrfamilienhäuser Bösiger","Multi-Family Houses Bösiger Langenthal","ed-dc-leo"
"112340","Showroom Pentagono SA","Showroom Pentagono SA","ed-dc-leo"
"112341","Alpnach Norm-Schrankelemente AG","Alpnach Standard Cabinet Elements AG","ed-dc-leo"
"112342","Florélites Clause SA : Gartencenter «Le Bois Fleuri» RN 3 Villeparisis (heute Jardinerie Truffaut)","Florélites Clause SA : “Le Bois Fleuri” Garden Center RN3 Villeparisis (Today Jardinerie Truffaut)","ed-dc-leo"
"112344","Bahnhof Landquart RhB : Bahnhof - Buffet Pavillon : Neubau","Train Station Landquart RhB : Train Station - Buffet Pavilion : New Building","ed-dc-leo"
"112345","Bauunternehmung König (heute KIBAG Bauleistungen AG) : Werkstatt","Construction Company König (Today KIBAG Bauleistungen AG) : Workshop","ed-dc-leo"
"112346","Werkzeugmaschinen Reishauer AG","Machine Tools Reishauer AG","ed-dc-leo"
"112347","Sprengstoff-Fabrik Isleten","Isleten Explosives Factory","ed-dc-leo"
"112348","Migrol-Tankstelle","Migrol Petrol Station","ed-dc-leo"
"112349","Ego-Werke (heute EgoKiefer AG) : Kunststoff-Vordach","Ego-Werke (Today Egokiefer AG) : Plastic Canopy","ed-dc-leo"
"112350","Kräher & Jenni, Architekten","Kräher & Jenni, Architects","ed-dc-leo"
"112351","form + druck","Form + Pressure","ed-dc-leo"
"112352","Ernst Marti AG : Werkstatt und Einstellhalle","Ernst Marti AG : Workshop and Parking Garage","ed-dc-leo"
"112353","Werkzeug-Maschinen Rudolf Frey","Machine Tools Rudolf Frey","ed-dc-leo"
"112354","Werkhalle","Workshop","ed-dc-leo"
"112355","Studien für Wohnhäuser","Studies for Residential Houses","ed-dc-leo"
"112356","provisorische Kranüberdachung","Temporary Crane Roofing","ed-dc-leo"
"112357","Hochregallager","High Rack Warehouse","ed-dc-leo"
"112358","Atom Unterstand Rotherham","Nuclear Shelter Rotherham","ed-dc-leo"
"112359","Tschopp (= Holzwerke Gebrüder Tschopp ?) : Lastwagen- und Fabrikationshalle : Neubau","Tschopp (= Holzwerke Gebrüder Tschopp ?) : Truck and Production Hall","ed-dc-leo"
"112360","Schalenhaus Balz","Shell House Courtship","ed-dc-leo"
"112362","Florélites Clause SA Bützberg","Florélites Clause SA Bützberg","ed-dc-leo"
"112363","Zentralheizungen Kurt Tobler : Lagerhalle","Central Heating Kurt Tobler : Warehouse","ed-dc-leo"
"112364","Moschee Riad","Mosque Riyadh","ed-dc-leo"
"112366","Brunau Garage AG : Werkstatt : Neubau","Brunau Garage AG : Workshop : New Building","ed-dc-leo"
"112367","Dan u. Komme GmbH : Eishallen Überdeckung Filderstadt : Fildorado","Dan u. Komme GmbH : Ice Rink Cover Filderstadt : Fildorado","ed-dc-leo"
"112368","Friedhof Burgdorf : Stützmauer Gärtnerhaus","Burgdorf Cemetery : Retaining Wall Gardener’s House","ed-dc-leo"
"112369","Kaufpark Warendorf","Warendorf Department Store","ed-dc-leo"
"112370","Jaecker : Lagerhalle : Neubau","Jaecker : Warehouse : New Building","ed-dc-leo"
"112371","Menuiserie Mangola & Cie.","Menuiserie Mangola & Cie.","ed-dc-leo"
"112372","Erich Simon","Erich Simon","ed-dc-leo"
"112373","Construction de halles","Construction de Halles","ed-dc-leo"
"112374","Schwimmbad Dr. Cianella","Swimming Pool Dr. Cianella","ed-dc-leo"
"112375","Terrassenhäuser Rain-Bünten","Terrace Houses Rain-Bünten Oensingen","ed-dc-leo"
"112376","Gartencenter Ebnat","Garden Center Ebnat","ed-dc-leo"
"112377","Mehrzweckhalle : Neubau","Multipurpose Hall : New Building","ed-dc-leo"
"112378","Typologische Studien für Wohnsiedlung mit Ballon-Schalen-Iglus","Typological Studies for Housing Developments With Balloon-Shell Igloos","ed-dc-leo"
"112379","Möbelfabrik „Möfa“ : Wüthrich","Furniture Factory “Möfa” : Wüthrich","ed-dc-leo"
"112380","Entreprises Morillon Corvol Courbot SA : Basis Strassbourg : Tennishalle und Standardhallen","Entreprises Morillon Corvol Courbot SA : Strasbourg Base : Indoor Tennis Center and Standard Halls","ed-dc-leo"
"112381","Tennisclub Kempten : Tennishalle : Neubau","Kempten Tennis Club : Indoor Tennis Center","ed-dc-leo"
"112382","Semperit-Werke : Österreichisch-Amerikanische Gummiwerke AG : Fertigungshalle Tiroler Schaumstoffe","Semperit-Werke : Österreichisch-Amerikanische Gummiwerke AG : Production Hall for Tyrolean Foams","ed-dc-leo"
"112383","Gebrüder Schacher AG : Fabrikneubau","Gebrüder Schacher AG : New Factory Building","ed-dc-leo"
"112384","Devex SA","Devex SA","ed-dc-leo"
"112385","Trösch Glas AG : Produktions- und Lagerhalle","Trösch Glas AG : Production and Storage Hall","ed-dc-leo"
"112387","Südwestdeutsche Verkehrs-AG SWEG : Buseinstellhalle Ettenheim","Südwestdeutsche Verkehrs-AG SWEG : Ettenheim Bus Depot","ed-dc-leo"
"112388","Mehrfamilienhäuser Bösiger","Multi-Family Houses Bösiger Langenthal","ed-dc-leo"
"112389","Showroom Pentagono SA","Showroom Pentagono SA","ed-dc-leo"
"112390","Alpnach Norm-Schrankelemente AG","Alpnach Standard Cabinet Elements AG","ed-dc-leo"
"112391","Florélites Clause SA : Gartencenter «Le Bois Fleuri» RN 3 Villeparisis (heute Jardinerie Truffaut)","Florélites Clause SA : “Le Bois Fleuri” Garden Center RN3 Villeparisis (Today Jardinerie Truffaut)","ed-dc-leo"
"112393","Tankstelle","Petrol Station","ed-dc-leo"
"112396","Ruch AG Drahtwarenfabrik / RUWA Drahtschweisswerk : Fabrik- und Lagerhalle","Ruch AG Drahtwarenfabrik / Ruwa Wire Welding Plant : Factory and Warehouse","ed-dc-leo"
"112397","Industriehalle","Industrial Hall","ed-dc-leo"
"112398","Flückiger (Hammerwerke Flückiger & Co. ?)","Flückiger (Hammer Mills Flückiger & Co.?)","ed-dc-leo"
"112399","Kleiderfabrik ESCO H. Hess & Co. AG","Clothes Factory Esco H. Hess & Co. AG","ed-dc-leo"
"112400","Gewerbehof","Commercial Yard","ed-dc-leo"
"112401","Spenglerei Dobesch : Neubau","Dobesch Plumbing : New Building","ed-dc-leo"
"112402","Lagerhalle Einkaufskontor","Warehouse Purchasing Office","ed-dc-leo"
"112403","AMAG Automobil- und Motoren AG : Garage Grüzefeldstrasse","AMAG Automobil- und Motoren AG : Garage Grüzefeldstrasse","ed-dc-leo"
"112404","Bäckerei Geiser : Schalendurchbruch","Bakery Geiser : Shell Opening","ed-dc-leo"
"112405","Süddeutsche Bremsen AG : Buckelschale","South German Brakes AG : Bubble Shell","ed-dc-leo"
"112406","Firma Stettler Biel (vermutlich Bauunternehmung Stettler AG Biel Studen)","Stettler Biel Company (Presumably Construction Company Stettler AG Biel Studen)","ed-dc-leo"
"112407","Konfektion Wegmüller : Neubau Bützberg","Wegmüller Clothing : New Building Bützberg","ed-dc-leo"
"112408","Sportzentrum System Felix","Sports Center System Felix","ed-dc-leo"
"112409","Pfiffner AG","Pfiffner AG","ed-dc-leo"
"112411","Campingplatz und Bad Koppigen : Restaurantpavillon (und Parkplatzüberdachung)","Campsite and Bad Koppigen : Restaurant Pavilion (And Car Park Roof)","ed-dc-leo"
"112412","Deutsches Landwirtschaftsmuseum Hohenheim","German Agricultural Museum Hohenheim","ed-dc-leo"
"112413","Alpla-Werke Hard VLBG : Fertigungshalle","Alpla-Werke Hard VLBG : Production Hall","ed-dc-leo"
"112415","Atom Unterstand Applied Research SPRL","Nuclear Shelter Applied Research SPRL","ed-dc-leo"
"112416","Lederwaren und Reiseartikel K. Schmid","Leather Goods and Travel Articles K. Schmid","ed-dc-leo"
"112417","Ikosaederstumpf/Geodätische Kuppel/Fulleren/Fussball","Truncated Icosahedron / Geodesic Dome / Fullerene / Football","ed-dc-leo"
"112418","Egloff : Hallenbau","Egloff : Hall Construction","ed-dc-leo"
"112419","Digitron AG : Produktionshalle","Digitron AG : Fabrication Hall","ed-dc-leo"
"112420","Schenk-Filterbau GmbH : Brauerei","Schenk-Filter-Construction GmbH : Brewery","ed-dc-leo"
"112421","Landesprodukte en gros E. Steffen-Ris AG : Kartoffelwaschanlage","Wholesaling Regional Products E. Steffen-Ris AG : Potato Washing Plant","ed-dc-leo"
"112422","Räss & Co.","Räss & Co.","ed-dc-leo"
"112423","Brauerei Simon GmbH (heute Bitburger) : Flaschenbierhalle : Neubau","Brauerei Simon GmbH  (Today Bitburger) : Bottled Beer Hall : New Building","ed-dc-leo"
"112424","Architekt O. Rothenhöfer","Architect O. Rothenhöfer","ed-dc-leo"
"112425","Paritätische Kirchenbau-Kommission Langendorf : Oekumenisches Zentrum","Joint Church Building Commission Langendorf : Ecumenical Center","ed-dc-leo"
"112426","Tribolet AG : Garage Städeli : Umbau und Erweiterung","Tribolet AG : Garage Städeli : Conversion and Extension","ed-dc-leo"
"112427","Garage Excelsior","Garage Excelsior","ed-dc-leo"
"112428","Papierfabrik Biberist","Biberist Paper Mill","ed-dc-leo"
"112429","Kesselschmiede","Boilermakers","ed-dc-leo"
"112430","Weinmann & Co. Fahrradteilefabrik : Anbau Fabrikhalle","Weinmann & Co. Bicycle Parts Factory : Extension of the Factory Hall","ed-dc-leo"
"112431","Turnhallen","Gym","ed-dc-leo"
"112433","Bundesgartenschau BUGA 1971 : Trichterschirme","Federal Garden Show BUGA 1971 : Funnel Umbrellas","ed-dc-leo"
"112434","Fabrik Dicht AG","Dicht Factory AG","ed-dc-leo"
"112436","Werner Leuenberger (Langenthal) : Autoeinstellhalle Aarwangen","Werner Leuenberger (Langenthal) : Aarwangen Car Park","ed-dc-leo"
"112437","Mercedes-Garage Erb","Mercedes-Garage Erb","ed-dc-leo"
"112439","Ingenieur Recher : Erneuerung Sheed-Dach","Engineer Research : Renewal of the Sheed Roof","ed-dc-leo"
"112440","Gandli : Luftschutzkeller : Einfamilienhaus-Überbauung","Gandli : Air Raid Shelter : Single-Family House Development","ed-dc-leo"
"112441","20 x 20 m Schalen mit 10 to Kran","20 X 20 m Shells With 10 to Crane","ed-dc-leo"
"112442","Sport Leisure + Retail Centre Daventry","Sport Leisure + Retail Center Daventry","ed-dc-leo"
"112443","Mechanische Werkstätte Kurt Studer (heute Studer AG Landtechnik und Umwelttechnik) : Erweiterung Neubau","Mechanical Workshop Kurt Studer (Today Studer AG Landtechnik und Umwelttechnik) : Extension New Building","ed-dc-leo"
"112444","Tankstelle","Petrol Station","ed-dc-leo"
"112446","Möbel Lang : Zentrallager","Möbel Lang : Central Warehouse","ed-dc-leo"
"112447","Ruch AG Drahtwarenfabrik / RUWA Drahtschweisswerk : Fabrik- und Lagerhalle","Ruch AG Drahtwarenfabrik / Ruwa Wire Welding Plant : Factory and Warehouse","ed-dc-leo"
"112448","Industriehalle","Industrial Hall","ed-dc-leo"
"112449","Flückiger (Hammerwerke Flückiger & Co. ?)","Flückiger (Hammer Mills Flückiger & Co.?)","ed-dc-leo"
"112450","Kleiderfabrik ESCO H. Hess & Co. AG","Clothes Factory Esco H. Hess & Co. AG","ed-dc-leo"
"112451","Gewerbehof","Commercial Yard","ed-dc-leo"
"112452","Spenglerei Dobesch : Neubau","Dobesch Plumbing : New Building","ed-dc-leo"
"112453","Lagerhalle Einkaufskontor","Warehouse Purchasing Office","ed-dc-leo"
"112454","AMAG Automobil- und Motoren AG : Garage Grüzefeldstrasse","AMAG Automobil- und Motoren AG : Garage Grüzefeldstrasse","ed-dc-leo"
"112455","Bäckerei Geiser : Schalendurchbruch","Bakery Geiser : Shell Opening","ed-dc-leo"
"112456","Süddeutsche Bremsen AG : Buckelschale","South German Brakes AG : Bubble Shell","ed-dc-leo"
"112457","Firma Stettler Biel (vermutlich Bauunternehmung Stettler AG Biel Studen)","Stettler Biel Company (Presumably Construction Company Stettler AG Biel Studen)","ed-dc-leo"
"112458","Konfektion Wegmüller : Neubau Bützberg","Wegmüller Clothing : New Building Bützberg","ed-dc-leo"
"112459","Sportzentrum System Felix","Sports Center System Felix","ed-dc-leo"
"112460","Pfiffner AG","Pfiffner AG","ed-dc-leo"
"112462","Campingplatz und Bad Koppigen : Restaurantpavillon (und Parkplatzüberdachung)","Campsite and Bad Koppigen : Restaurant Pavilion (And Car Park Roof)","ed-dc-leo"
"112463","Deutsches Landwirtschaftsmuseum Hohenheim","German Agricultural Museum Hohenheim","ed-dc-leo"
"112464","Alpla-Werke Hard VLBG : Fertigungshalle","Alpla-Werke Hard VLBG : Production Hall","ed-dc-leo"
"112465","PTT Zentrale : Sanierung und Umbau","PTT Headquarter : Renovation and Conversion","ed-dc-leo"
"112466","Atom Unterstand Applied Research SPRL","Nuclear Shelter Applied Research SPRL","ed-dc-leo"
"112467","Lederwaren und Reiseartikel K. Schmid","Leather Goods and Travel Articles K. Schmid","ed-dc-leo"
"112468","Ikosaederstumpf/Geodätische Kuppel/Fulleren/Fussball","Truncated Icosahedron / Geodesic Dome / Fullerene / Football","ed-dc-leo"
"112469","Egloff : Hallenbau","Egloff : Hall Construction","ed-dc-leo"
"112470","Digitron AG : Produktionshalle","Digitron AG : Fabrication Hall","ed-dc-leo"
"112471","Schenk-Filterbau GmbH : Brauerei","Schenk-Filter-Construction GmbH : Brewery","ed-dc-leo"
"112472","Landesprodukte en gros E. Steffen-Ris AG : Kartoffelwaschanlage","Wholesaling Regional Products E. Steffen-Ris AG : Potato Washing Plant","ed-dc-leo"
"112473","Räss & Co.","Räss & Co.","ed-dc-leo"
"112474","Brauerei Simon GmbH (heute Bitburger) : Flaschenbierhalle : Neubau","Brauerei Simon GmbH  (Today Bitburger) : Bottled Beer Hall : New Building","ed-dc-leo"
"112475","Architekt O. Rothenhöfer","Architect O. Rothenhöfer","ed-dc-leo"
"112476","Paritätische Kirchenbau-Kommission Langendorf : Oekumenisches Zentrum","Joint Church Building Commission Langendorf : Ecumenical Center","ed-dc-leo"
"112477","Tribolet AG : Garage Städeli : Umbau und Erweiterung","Tribolet AG : Garage Städeli : Conversion and Extension","ed-dc-leo"
"112478","Garage Excelsior","Garage Excelsior","ed-dc-leo"
"112479","Papierfabrik Biberist - Lagerhalle","Biberist Paper Mill - Warehouse","ed-dc-leo"
"112480","Kesselschmiede","Boilermakers","ed-dc-leo"
"112481","Weinmann & Co. Fahrradteilefabrik : Anbau Fabrikhalle","Weinmann & Co. Bicycle Parts Factory : Extension of the Factory Hall","ed-dc-leo"
"112482","Turnhallen","Gym","ed-dc-leo"
"112483","Diverse Anfragen und Lagerhaus Chemisch Technische Produkte Blaser & Co. AG (heute Blaser Swisslube AG) („Blaha“)","Various Inquiries and Warehouse Chemisch Technische Produkte Blaser & Co. AG (Today Blaser Swisslube AG) (“Blaha”)","ed-dc-leo"
"112484","Bundesgartenschau BUGA 1971 : Trichterschirme","Federal Garden Show BUGA","ed-dc-leo"
"112485","Fabrik Dicht AG","FabrikDicht AG","ed-dc-leo"
"112486","Kindergarten und Kinderhort Furttal","Kindergarten and Day Care Center in Furttal","ed-dc-leo"
"112487","Werner Leuenberger (Langenthal): Autoeinstellhalle Aarwangen","Werner Leuenberger (Langenthal) : Aarwangen Parking Garage","ed-dc-leo"
"112488","Mercedes-Garage Erb","Mercedes-Garage Erb","ed-dc-leo"
"112489","Ingenieur Recher : Erneuerung Sheed-Dach","Engineer Research : Renewal of the Sheed Roof","ed-dc-leo"
