"_system_object_id","oeu-nc-name-en","tag-add"
"112647","Mäder & Co. : Warehouse","ed-dc-leo"
"112648","Building Insulation F. Kilcher AG","ed-dc-leo"
"112650","Consulent-Bau AG : Fruit and Meat Cool Houses","ed-dc-leo"
"112651","Morges Swimming Pool","ed-dc-leo"
"112652","House + Stove, Industry","ed-dc-leo"
"112653","Garage Senn","ed-dc-leo"
"112654","Hotel Anfi del Mar","ed-dc-leo"
"112655","Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf","ed-dc-leo"
"112656","Swiss Army : Walkway and Cart Bridge","ed-dc-leo"
"112657","Trickler Foam","ed-dc-leo"
"112658","HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 7","ed-dc-leo"
"112659","Maus Frères : Nordmann Company : Warehouse : New Building","ed-dc-leo"
"112660","Kebau AG : Turkish Cultural Center : Mosque","ed-dc-leo"
"112661","Hüseyn","ed-dc-leo"
"112662","Coppersmiths and Apparatus Engineering W. Jäggi & Co.","ed-dc-leo"
"112663","Wangen Bypass Road","ed-dc-leo"
"112664","Garden Center Ferme de Servon (Today Jardinerie Truffaut) RN 19","ed-dc-leo"
"112665","Mr. Zaugg, Geilinger","ed-dc-leo"
"112666","Meret Oppenheim Fountain","ed-dc-leo"
"112667","Dietze : Communication Center at the Hohenfelde Reservoir","ed-dc-leo"
"112668","Schenk Filter Construction GmbH","ed-dc-leo"
"112669","Weaving Mill Ganahl & Co. Frastanz","ed-dc-leo"
"112670","Arbex Team Zurich : Exhibition Hall : Furniture Exhibition","ed-dc-leo"
"112671","Pilatus Porter : Barrel Vault","ed-dc-leo"
"112672","Garage Altherr (Today Altherr Nutzfahrzeuge AG)","ed-dc-leo"
"112673","Machine Factory Wälchli","ed-dc-leo"
"112674","A. Ronx","ed-dc-leo"
"112675","Construction Company W. Bösiger AG","ed-dc-leo"
"112676","Florélites Clause SA : Garden Center Marseille","ed-dc-leo"
"112677","Berchtold Family House : Emergency Room","ed-dc-leo"
"112678","Isolierwerk Meier-Schenk AG : New Factory Building","ed-dc-leo"
"112679","Forum Steglitz Lattice Dome","ed-dc-leo"
"112680","Aluminum Schweisswerk AG : EC Building","ed-dc-leo"
"112681","HIB : Tennis Center Paradies Allschwil","ed-dc-leo"
"112682","ETHZ : Business Administration Institute : Hall Construction","ed-dc-leo"
"112683","Copérative de Menuiserie","ed-dc-leo"
"112684","Hall System in Warsaw : Airport Halls","ed-dc-leo"
"112685","Centre de Pilotage de Lignières SA","ed-dc-leo"
"112686","Karlsruhe Canning Factory GmbH : New Building","ed-dc-leo"
"112687","Dr. H. Spirig - Olten, Pharmaceutical Factory : New Building","ed-dc-leo"
"112688","Karl Doelitzsch : Textile Machines : Industrial Plants","ed-dc-leo"
"112689","Denner : Hall Construction","ed-dc-leo"
"112690","Vehicle Construction E. Aebi AG","ed-dc-leo"
"112691","Motel (Albergo) Losone: Swimming Pool","ed-dc-leo"
"112692","Sport Center","ed-dc-leo"
"112693","Zihler AG","ed-dc-leo"
"112694","BV Veser : Commercial Hall","ed-dc-leo"
"112695","Walter Rytz Heaters","ed-dc-leo"
"112696","Synagogue : Domes in Israel","ed-dc-leo"
"112697","Vorspannysteme Losinger VSL : Plant Lyssach","ed-dc-leo"
"112698","Construction Consultancy for Cement for Baden-Württemberg","ed-dc-leo"
"112699","Truck Garage W. Stutz","ed-dc-leo"
"112700","J.F. Buchi : Shopping Center","ed-dc-leo"
"112701","Plastic Shell “Caterpillar”","ed-dc-leo"
"112702","Machine Factory Seewer AG (Today Rondo Burgdorf AG)","ed-dc-leo"
"112703","Warehouse in Switzerland","ed-dc-leo"
"112704","Multi-Family House Erdtmann","ed-dc-leo"
"112705","Architect Ernst Niederberger","ed-dc-leo"
"112706","Shipping and Warehouse Buildings : New Building","ed-dc-leo"
"112707","Town Clock (Large Clock)","ed-dc-leo"
"112708","Paint and Paint Factory Hans Streit AG","ed-dc-leo"
"112709","Fiechter : Workshop : New Building","ed-dc-leo"
"112710","Dietze : Amusement Park Wallwitzhafen Dessau","ed-dc-leo"
"112711","Stationery and Apartment Winzenried : Conversion","ed-dc-leo"
"112712","Bilfinger + Berger","ed-dc-leo"
"112713","Richner AG Building Materials : Zemtwarenfabrik Wöschnau","ed-dc-leo"
"112714","Schoolhouse Pavilion : Classroom","ed-dc-leo"
"112715","New Factory Building H. Baumann","ed-dc-leo"
"112718","Plastic House for the Middle East","ed-dc-leo"
"112719","Garage","ed-dc-leo"
"112720","Bubble : Mexico","ed-dc-leo"
"112721","Dancing „Ei Ei Ei“","ed-dc-leo"
"112723","Trainstation Cabin Olten","ed-dc-leo"
"112724","Goldach Workshop Building","ed-dc-leo"
"112725","Nuclear Shelter P. Matte","ed-dc-leo"
"112726","Migros Cooperative","ed-dc-leo"
"112727","Architects Beyeler & Becher : Swimming Pool","ed-dc-leo"
"112728","Dutch Building Consortium","ed-dc-leo"
"112731","Südwestdeutsche Verkehrs-AG SWEG : Bus Depot Müllheim","ed-dc-leo"
"112732","von Esch","ed-dc-leo"
"112733","Bruno Piatti Window Factory : Rümlang Plant","ed-dc-leo"
"112735","Migros Market","ed-dc-leo"
"112736","Brewery Binding : Warehouse in Berlin : New Building","ed-dc-leo"
"112737","Development in Im Riet : Indoor Swimming Pool, Event Hall With Restaurant, Shopping Center, Residential and Office High-Rise, Motel and Car Garage","ed-dc-leo"
"112738","Curling Rink","ed-dc-leo"
"112739","Beiersdorf AG (Today: Tesa AG)","ed-dc-leo"
"112740","Swiss Army : Bridge over the Trême","ed-dc-leo"
"112741","HIB : Indoor Tennis Center : New Building","ed-dc-leo"
"112742","Construction Company Albino Turuani : School Building : Aula","ed-dc-leo"
"112743","Sport Center","ed-dc-leo"
"112744","Zihler AG","ed-dc-leo"
"112745","BV Veser : Commercial Hall","ed-dc-leo"
"112746","Walter Rytz Heaters","ed-dc-leo"
"112747","Synagogue : Domes in Israel","ed-dc-leo"
"112748","Losinger & Co. AG Bern : Plant Lyssach","ed-dc-leo"
"112749","Construction Consultancy for Cement for Baden-Württemberg","ed-dc-leo"
"112750","Truck Garage W. Stutz","ed-dc-leo"
"112751","J.F. Buchi : Shopping Center","ed-dc-leo"
"112752","Plastic Shell “Caterpillar”","ed-dc-leo"
"112753","Machine Factory Seewer AG (Today Rondo Burgdorf AG)","ed-dc-leo"
"112754","Warehouse in Switzerland","ed-dc-leo"
"112755","Multi-Family House Erdtmann","ed-dc-leo"
"112756","Architect Ernst Niederberger","ed-dc-leo"
"112757","Shipping and Warehouse Buildings : New Building","ed-dc-leo"
"112758","Town Clock (Large Clock)","ed-dc-leo"
"112759","Paint and Paint Factory Hans Streit AG","ed-dc-leo"
"112760","Fiechter : Workshop : New Building","ed-dc-leo"
"112761","Dietze : Amusement Park Wallwitzhafen Dessau","ed-dc-leo"
"112762","Stationery and Apartment Winzenried : Conversion","ed-dc-leo"
"112763","Bilfinger + Berger","ed-dc-leo"
"112764","Richner AG Building Materials : Zemtwarenfabrik Wöschnau","ed-dc-leo"
"112765","Schoolhouse Pavilion : Classroom","ed-dc-leo"
"112766","New Factory Building H. Baumann","ed-dc-leo"
"112767","Maschine Factory Alfred Güdel AG : Workshop Extension : Supports, Foundations","ed-dc-leo"
"112768","Paul Klee Center","ed-dc-leo"
"112769","Plastic House for the Middle East","ed-dc-leo"
"112770","Garage","ed-dc-leo"
"112771","Bubble : Mexico","ed-dc-leo"
"112772","Dancing „Ei Ei Ei“","ed-dc-leo"
"112773","Trainstation Cabin Olten","ed-dc-leo"
"112774","Goldach Workshop Building","ed-dc-leo"
"112775","Nuclear Shelter P. Matte","ed-dc-leo"
"112776","Migros Cooperative","ed-dc-leo"
"112777","Architects Beyeler & Becher : Swimming Pool","ed-dc-leo"
"112778","Dutch Building Consortium","ed-dc-leo"
"112779","Shell Free Form","ed-dc-leo"
"112780","Construction Company W. Bösiger AG : Administration Building With Apartment","ed-dc-leo"
"112781","Südwestdeutsche Verkehrs-AG SWEG : Bus Depot Müllheim","ed-dc-leo"
"112782","von Esch","ed-dc-leo"
"112783","Bruno Piatti Window Factory : Rümlang Plant","ed-dc-leo"
"112785","Migros Market","ed-dc-leo"
"112786","Brewery Binding : Warehouse in Berlin : New Building","ed-dc-leo"
"112787","Development in Im Riet : Indoor Swimming Pool, Event Hall With Restaurant, Shopping Center, Residential and Office High-Rise, Motel and Car Garage","ed-dc-leo"
"112788","Curling Rink","ed-dc-leo"
"112789","Beiersdorf AG (Today: Tesa AG)","ed-dc-leo"
"112790","Swiss Army : Bridge over the Trême","ed-dc-leo"
"112791","HIB : Indoor Tennis Center : New Building","ed-dc-leo"
"112792","Mineral Spring Eptingen","ed-dc-leo"
"112794","Worb and Scheitlin Linen Weaving Mill : New Factory Building in Burgdorf","ed-dc-leo"
"112795","Architectural Office H. Kuhn","ed-dc-leo"
"112796","Tennis Hall : New Building","ed-dc-leo"
"112799","HIB : Wohlen Tennis Hall","ed-dc-leo"
"112801","Garage : New Building","ed-dc-leo"
"112802","Furniture Clavel & Fils (Abächerli)","ed-dc-leo"
"112803","Weber","ed-dc-leo"
"112804","Blattner Agricultural Machinery","ed-dc-leo"
"112805","Bus Depot","ed-dc-leo"
"112806","Swiss Army : Bridge in La Tsintre","ed-dc-leo"
"112807","Stettler Biel (Presumably Construction Company Stettler AG Biel Studen)","ed-dc-leo"
"112808","Weaving Machine Factory Franz Morat","ed-dc-leo"
"112809","Boccia Hall","ed-dc-leo"
"112810","Multi-Purpose Military Halls","ed-dc-leo"
"112811","IGECO AG : Factory for Prefabricated Concrete Elements","ed-dc-leo"
"112812","Cité Ouest : Indoor Swimming Pool","ed-dc-leo"
"112814","Potato Central Office Burgdorf","ed-dc-leo"
"112815","Romy S.a. : Judo Hall","ed-dc-leo"
"112817","Dancing in Hegenen","ed-dc-leo"
"112818","Federal Alcohol Administration Western Switzerland","ed-dc-leo"
"112819","Robert Aebi AG","ed-dc-leo"
"112820","Fertilizer Factory Hauert & Co : High Bay Warehouse","ed-dc-leo"
"112821","Civil Engineer G. Förster : Isler-Dome Knittlingen","ed-dc-leo"
"112823","Parking Garage","ed-dc-leo"
"112824","Otto Kienzle : New Factory Building","ed-dc-leo"
"112826","Rep. of Iraq Ministry of Trade : Grain Silo Complex","ed-dc-leo"
"112827","Princes Water Ski Club in Bedfont : Sportcentre","ed-dc-leo"
"112828","SOLO : Small Engine Factory","ed-dc-leo"
"112829","Garage Lanz : Conversion","ed-dc-leo"
"112830","Lyssach School Building : Storey Addition","ed-dc-leo"
"112832","Engineers Steiner & Grimm","ed-dc-leo"
"112833","P. Moog + Co.","ed-dc-leo"
"112834","Building Authority Burgdorf : Slope Development Gyrisberg","ed-dc-leo"
"112835","Fischer Bau : Car Dealership Paschke","ed-dc-leo"
"112836","HIB : Indoor Tennis Center","ed-dc-leo"
"112838","Herzogenbuchsee Roundabout Design","ed-dc-leo"
"112839","New Industrial Building in Vienna","ed-dc-leo"
"112841","Oberland Garage Wenger","ed-dc-leo"
"112842","Construction Company Albino Turuani : School Building : Aula","ed-dc-leo"
"112843","Mineral Spring Eptingen","ed-dc-leo"
"112845","Worb and Scheitlin Linen Weaving Mill : New Factory Building in Burgdorf","ed-dc-leo"
"112846","Architectural Office H. Kuhn","ed-dc-leo"
"112847","Tennis Hall : New Building","ed-dc-leo"
"112848","Expo 64, Domes Sector 3","ed-dc-leo"
"112850","HIB : Wohlen Tennis Hall","ed-dc-leo"
"112851","Car Garage Rickli AG : Extension","ed-dc-leo"
"112852","Garage : New Building","ed-dc-leo"
"112853","Furniture Clavel & Fils (Abächerli)","ed-dc-leo"
"112854","Weber","ed-dc-leo"
"112855","Blattner Agricultural Machinery","ed-dc-leo"
"112856","Bus Depot","ed-dc-leo"
"112857","Swiss Army : Bridge in La Tsintre","ed-dc-leo"
"112858","Stettler Biel (Presumably Construction Company Stettler AG Biel Studen)","ed-dc-leo"
"112859","Weaving Machine Factory Franz Morat","ed-dc-leo"
"112860","Boccia Hall","ed-dc-leo"
"112861","Multi-Purpose Military Halls","ed-dc-leo"
"112862","IGECO AG : Factory for Prefabricated Concrete Elements : Renovation of the Column Heads","ed-dc-leo"
"112863","Cité Ouest : Indoor Swimming Pool","ed-dc-leo"
"112864","Naturtheater Stetten (Today Theater Under the Cupolas) : Musical Hall and Foyer","ed-dc-leo"
"112865","Potato Central Office Burgdorf","ed-dc-leo"
"112866","Romy S.a. : Judo Hall","ed-dc-leo"
"112867","Ersparniskasse Aek Burgdorf : Renovation of the Building Site (Today Galerie Im Park and Finox)","ed-dc-leo"
"112868","Dancing in Hegenen","ed-dc-leo"
"112869","Federal Alcohol Administration Western Switzerland","ed-dc-leo"
"112870","Robert Aebi AG","ed-dc-leo"
"112871","Fertilizer Factory Hauert & Co : High Bay Warehouse","ed-dc-leo"
"112872","Civil Engineer G. Förster : Isler-Dome Knittlingen","ed-dc-leo"
"112873","AMAG Automobil- und Motoren AG : Birrfeld Administration Building (With Plastic Dome)","ed-dc-leo"
"112874","Parking Garage","ed-dc-leo"
"112875","Otto Kienzle : New Factory Building","ed-dc-leo"
"112877","Rep. of Iraq Ministry of Trade : Grain Silo Complex","ed-dc-leo"
"112878","Princes Water Ski Club in Bedfont : Sportcentre","ed-dc-leo"
"112879","SOLO : Small Engine Factory","ed-dc-leo"
"112880","Garage Lanz : Conversion","ed-dc-leo"
"112881","Lyssach School Building : Storey Addition","ed-dc-leo"
"112882","Engineers Steiner & Grimm","ed-dc-leo"
"112883","P. Moog + Co.","ed-dc-leo"
"112884","Building Authority Burgdorf : Slope Development Gyrisberg","ed-dc-leo"
"112885","Fischer Bau : Car Dealership Paschke","ed-dc-leo"
"112886","HIB : Indoor Tennis Center","ed-dc-leo"
"112887","Europa-Park : Greek Themed Area : Dome Roof Over Witch Swing","ed-dc-leo"
"112888","Herzogenbuchsee Roundabout Design","ed-dc-leo"
"112889","New Industrial Building in Vienna","ed-dc-leo"
"112890","Body Workshop Fritz Zingg (Today Fahrzeugbau Studen AG)","ed-dc-leo"
"112891","Oberland Garage Wenger","ed-dc-leo"
"112893","Scadons Airfield : Aircraft Hangar","ed-dc-leo"
"112894","HIB : Tennis Centre Chugele Grenchen","ed-dc-leo"
"112895","Markwalder & Partner AG : Recycling Plant : Buechmatt","ed-dc-leo"
"112896","H. Rella & Co. : Machine Factory","ed-dc-leo"
"112897","Textile Machine Factory Kohler & Co.","ed-dc-leo"
"112898","Traunfellner : School Building","ed-dc-leo"
"112899","Transformer Station Grossacker","ed-dc-leo"
"112900","System Construction Horta AG","ed-dc-leo"
"112901","Ruwa Wire Welding Plant AG","ed-dc-leo"
"112903","Road Construction König (Today Kibag Bauleistungen AG) : Warehouse : New Building","ed-dc-leo"
"112904","Druckpol : Swieta Kataryna","ed-dc-leo"
"112905","Ville de Lausanne","ed-dc-leo"
"112906","Single-Family House","ed-dc-leo"
"112907","Futterknecht : Carpentry : New Building","ed-dc-leo"
"112908","Saudi Automotive Services Co. SASCO : Petrol Station and Motel H1","ed-dc-leo"
"112909","Building Complex With Hotel, Motel, Restaurant, Bar and Shops (Presumably the Kirchberg Highway Center)","ed-dc-leo"
"112910","Schoolhouse Pavilion","ed-dc-leo"
"112911","Schadau Castle : Panorama House : Plastic Roof Shell","ed-dc-leo"
"112914","Metal Construction H. Kohler & Sohn AG (Füglistaller Metallbau AG; Today Aml AG Apparatebau und Metalltechnik)","ed-dc-leo"
"112915","Waterjet (Formerly Linen and Cotton Spinning Mill Konrad Eisenhut AG) : Clarification of Raising Roof Shells and Fastening of Extension","ed-dc-leo"
"112916","Grabengut Ice Hockey Stadium","ed-dc-leo"
"112917","H. U. Hofmann : Double Garage, Carnozett, Swimming Pool","ed-dc-leo"
"112918","Hamm-Heessen Nature Theater : Forest Stage","ed-dc-leo"
"112920","Single-Family House Rosselet","ed-dc-leo"
"112921","Extension Ringstrasse","ed-dc-leo"
"112922","Auto-Henne KG : Repair Shop : New Building","ed-dc-leo"
"112923","Bono Küchen AG","ed-dc-leo"
"112924","Biogas Tank Huber (G.Huber AG Agrartechnik)","ed-dc-leo"
"112925","Plant Extension Gebrüder Van Euten","ed-dc-leo"
"112926","Renault Nederland N.V.","ed-dc-leo"
"112927","Hermes Precisa Sports Center","ed-dc-leo"
"112928","Indoor Swimming Pools in Austria","ed-dc-leo"
"112930","Chain Factory Schattalfar AG","ed-dc-leo"
"112931","Aaretal Artificial Ice Rink","ed-dc-leo"
"112932","Wastewater Treatment Plant ARA Steinholzli : Neutralization Cover and Primary Clarifier","ed-dc-leo"
"112933","Swiss Federal Railways SBB : Remise","ed-dc-leo"
"112934","Hall for Engineer Josef Schelbert","ed-dc-leo"
"112935","Frankfurter Brauhaus Gmbh : Stacking and Loading Hall : New Building","ed-dc-leo"
"112936","Holiday Village and Hotel","ed-dc-leo"
"112937","HIB : Barn Elms Sport Village","ed-dc-leo"
"112938","Garage Baschnagel AG","ed-dc-leo"
"112939","Villa Abensur","ed-dc-leo"
"112940","Bantam Camping AG : New Building","ed-dc-leo"
"112942","Auto-Sauter AG : Showroom","ed-dc-leo"
"112943","Ruch AG Drahtwarenfabrik / Ruwa Wire Welding Plant : Factory and Warehouse","ed-dc-leo"
"112944","Scadons Airfield : Aircraft Hangar","ed-dc-leo"
"112945","HIB : Tennis Center Chugele Grenchen","ed-dc-leo"
"112946","Markwalder & Partner AG : Recycling Plant : Buechmatt","ed-dc-leo"
"112947","H. Rella & Co. : Machine Factory : New Building","ed-dc-leo"
"112948","Textile Machine Factory Kohler & Co.","ed-dc-leo"
"112949","Traunfellner : School Building","ed-dc-leo"
"112950","Transformer Station Grossacker","ed-dc-leo"
"112951","System Construction Horta AG","ed-dc-leo"
"112952","Ruwa Wire Welding Plant AG","ed-dc-leo"
"112953","Road Construction König (Today Kibag Bauleistungen AG) : Warehouse","ed-dc-leo"
"112954","Druckpol : Swieta Kataryna","ed-dc-leo"
"112955","Ville de Lausanne","ed-dc-leo"
"112956","Single-Family House","ed-dc-leo"
"112957","Futterknecht : Carpentry : New Building","ed-dc-leo"
"112958","Saudi Automotive Services Co. SASCO : Petrol Station and Motel H1","ed-dc-leo"
"112959","Building Complex With Hotel, Motel, Restaurant, Bar and Shops (Presumably the Kirchberg Highway Center)","ed-dc-leo"
"112960","Schoolhouse Pavilion","ed-dc-leo"
"112961","Schadau Castle : Panorama House : Plastic Roof Shell","ed-dc-leo"
"112962","Schenk Filter Construction GmbH : Extension (2nd Stage)","ed-dc-leo"
"112963","Construction Company Albert Kohler & Sohn","ed-dc-leo"
"112964","Metal Construction H. Kohler & Sohn AG","ed-dc-leo"
"112965","Waterjet (Formerly Linen and Cotton Spinning Mill Konrad Eisenhut AG) : Clarification of Raising Roof Shells and Fastening of Extension","ed-dc-leo"
"112966","Grabengut Ice Hockey Stadium","ed-dc-leo"
"112967","H. U. Hofmann : Double Garage, Carnozett, Swimming Pool","ed-dc-leo"
"112968","Hamm-Heessen Nature Theater : Forest Stage","ed-dc-leo"
"112969","Tank and Apparatus Engineering Schwarz AG : Extension : Factory Hall","ed-dc-leo"
"112970","Single-Family House Rosselet","ed-dc-leo"
"112971","Extension Ringstrasse","ed-dc-leo"
"112972","Auto-Henne KG : Repair Shop : New Building","ed-dc-leo"
"112973","Bono Küchen AG","ed-dc-leo"
"112974","Biogas Tank Huber (G.Huber AG Agrartechnik)","ed-dc-leo"
"112975","Plant Extension Gebrüder Van Euten","ed-dc-leo"
"112976","Renault Nederland N.V.","ed-dc-leo"
"112977","Hermes Precisa Sports Center","ed-dc-leo"
"112978","Indoor Swimming Pools in Austria","ed-dc-leo"
"112979","SOLO Small Motor Factory","ed-dc-leo"
"112980","Chain Factory Schattalfar AG","ed-dc-leo"
"112981","Aaretal Artificial Ice Rink","ed-dc-leo"
"112982","Wastewater Treatment Plant ARA Steinholzli : Neutralization Cover and Primary Clarifier","ed-dc-leo"
"112983","Swiss Federal Railways SBB : Remise","ed-dc-leo"
"112984","Hall for Engineer Josef Schelbert","ed-dc-leo"
"112985","Frankfurter Brauhaus Gmbh : Stacking and Loading Hall : New Building","ed-dc-leo"
"112986","Holiday Village and Hotel","ed-dc-leo"
"112987","HIB : Barn Elms Sport Village","ed-dc-leo"
"112988","Garage Baschnagel AG","ed-dc-leo"
"112989","Villa Abensur","ed-dc-leo"
"112990","Bantam Camping AG : New Building","ed-dc-leo"
"112991","Kunststoffwerk Worbla AG (Later Gurrit AG) : Installation of Scales","ed-dc-leo"
"112992","Thun Waste Incineration","ed-dc-leo"
"112994","HSE-Verwaltungsrat GmbH : Ponte Management AG : Sports Facility : Badminton Hall","ed-dc-leo"
"112995","Wagener + Schade","ed-dc-leo"
"112996","One-Storey Building With 6 Bubble Shells","ed-dc-leo"
"112997","Schoemperlen & Gast : Hagsfeld Repair Shop","ed-dc-leo"
"112999","Hützen GmbH","ed-dc-leo"
"113000","(General Consumer Association ACV Basel) : Motel","ed-dc-leo"
"113001","Indoor Swimming Pool Oberemmental","ed-dc-leo"
"113003","Garden Centre Bürgi","ed-dc-leo"
"113004","Florélites Clause SA : Mobile Exhibition Pavilion","ed-dc-leo"
"113005","Samedan Aircraft Hangar","ed-dc-leo"
"113006","Sports Hall and Grandstand Roof Sindelfingen","ed-dc-leo"
"113007","Flower Center Croy","ed-dc-leo"
"113008","Wallsall Bus Station","ed-dc-leo"
"113009","Multi-Family House Rüegger","ed-dc-leo"
"113010","Car Body Shop Käsermann","ed-dc-leo"
"113011","Single-Family House Häni","ed-dc-leo"
"113012","Singer-Alemania","ed-dc-leo"
"113013","Department Store","ed-dc-leo"
"113014","Architectural Office Hertig","ed-dc-leo"
"113015","Kronmüller AG : Warehouse","ed-dc-leo"
"113016","Ulrich Minder Transporte : Truck Parking Garage : New Building","ed-dc-leo"
"113017","Rothenbach : Library Buildings or Discount Markets","ed-dc-leo"
"113018","Beer Brewery Baumberger Langenthal","ed-dc-leo"
"113019","Coop Shopping Center Biasca","ed-dc-leo"
"113020","Single-Family House Schneider : Garage : Cover","ed-dc-leo"
"113021","Metal Goods Factory Gebrüder Spring","ed-dc-leo"
"113022","Single-Family House H. Späti","ed-dc-leo"
"113023","Venair Technik AG","ed-dc-leo"
"113024","August Läpple GmbH : Kindergarten : Bio-Segment-System","ed-dc-leo"
"113026","Heliswiss Bern","ed-dc-leo"
"113027","Hall in Kirchberg","ed-dc-leo"
"113028","Garage Max Comminot : New Building","ed-dc-leo"
"113029","Gustav Epple Construction Company : Work Yard Puchheim","ed-dc-leo"
"113030","Tubular Steel Furniture Factory","ed-dc-leo"
"113031","Multi-Family House","ed-dc-leo"
"113032","Single-Family House Hurni","ed-dc-leo"
"113033","Urban Park II Development : Air Protection Input","ed-dc-leo"
"113034","Buntweberei Gugelmann & Co. AG : Warehouse","ed-dc-leo"
"113035","Tennis Sports Center Near Hilton Weimar","ed-dc-leo"
"113036","Cable Car Station","ed-dc-leo"
"113037","Building Construction Cooperative, Directorate Ptt : Large-Scale Parking Halls for Postbuses Throughout Switzerland","ed-dc-leo"
"113038","Photo Stober : Warehouse","ed-dc-leo"
"113039","J. Werlin & Söhne GmbH : Mercedes Garage : Exhibition Hall","ed-dc-leo"
"113040","Cash Register, Safe and Steel Furniture Factory A. & R. Wiedemar","ed-dc-leo"
"113041","Garage Altherr (Today Altherr Nutzfahrzeuge AG)","ed-dc-leo"
"113042","Auto-Sauter AG : Showroom","ed-dc-leo"
"113043","Thun Waste Incineration","ed-dc-leo"
"113044","Plastics Factory Eschmann Thun : Factory and Office Building","ed-dc-leo"
"113045","HSE-Verwaltungsrat GmbH : Ponte Management AG : Sports Facility : Badminton Hall","ed-dc-leo"
"113046","Wagener + Schade","ed-dc-leo"
"113048","Schoemperlen & Gast : Hagsfeld Repair Shop","ed-dc-leo"
"113049","Karlsruhe Canning Factory GmbH : Extension to Include a Bowl","ed-dc-leo"
"113050","Hützen GmbH","ed-dc-leo"
"113051","(General Consumer Association ACV Basel) : Motel","ed-dc-leo"
"113052","Indoor Swimming Pool Oberemmental","ed-dc-leo"
"113053","Dosch Grand Garage AG : Extension","ed-dc-leo"
"113054","Garden Center Bürgi","ed-dc-leo"
"113055","Florélites Clause SA : Mobile Exhibition Pavilion","ed-dc-leo"
"113056","Samedan Aircraft Hangar","ed-dc-leo"
"113057","Sports Hall and Grandstand Roof Sindelfingen","ed-dc-leo"
"113058","Flower Center Croy","ed-dc-leo"
"113059","Wallsall Bus Station","ed-dc-leo"
"113060","Multi-Family House Rüegger","ed-dc-leo"
"113061","Bodywork Käsermann","ed-dc-leo"
"113062","Single-Family House Häni","ed-dc-leo"
"113063","Singer-Alemania","ed-dc-leo"
"113064","Department Store","ed-dc-leo"
"113066","Kronmüller AG : Warehouse","ed-dc-leo"
"113067","Ulrich Minder Transporte : Truck Parking Garage : New Building","ed-dc-leo"
"113068","Rothenbach : Library Buildings or Discount Markets","ed-dc-leo"
"113069","Beer Brewery Baumberger Langenthal","ed-dc-leo"
"113070","Coop Shopping Center Biasca","ed-dc-leo"
"113071","Single Family House Schneider : Garage : Cover","ed-dc-leo"
"113072","Metal Goods Factory Gebrüder Spring","ed-dc-leo"
"113073","Single-Family House H. Späti","ed-dc-leo"
"113074","Venair Technik AG","ed-dc-leo"
"113075","August Läpple GmbH : Kindergarten : Bio-Segment-System","ed-dc-leo"
"113077","Heliswiss Bern","ed-dc-leo"
"113078","Hall in Kirchberg","ed-dc-leo"
"113079","Garage Max Comminot : New Building","ed-dc-leo"
"113080","Gustav Epple Construction Company : Work Yard Puchheim","ed-dc-leo"
"113081","Tubular Steel Furniture Factory","ed-dc-leo"
"113082","Multi-Family House","ed-dc-leo"
"113083","Single-Family House Hurni","ed-dc-leo"
"113084","Urban Park II Development : Air Protection Input","ed-dc-leo"
"113085","Buntweberei Gugelmann & Co. AG : Warehouse","ed-dc-leo"
"113086","Tennis Sports Center Near Hilton Weimar","ed-dc-leo"
"113087","Cable Car Station","ed-dc-leo"
"113088","Building Construction Cooperative, Directorate Ptt : Large-Scale Parking Garage for Postbuses Throughout Switzerland","ed-dc-leo"
"113089","Photo Stober : Warehouse","ed-dc-leo"
"113090","J. Werlin & Söhne GmbH : Mercedes Garage : Exhibition Hall","ed-dc-leo"
"113091","Cash Register, Safe and Steel Furniture Factory A. & R. Wiedemar","ed-dc-leo"
"113094","HIB : Tennis Centre Emmen","ed-dc-leo"
"113095","H. Badan & Cie.","ed-dc-leo"
"113097","Industrial Hall","ed-dc-leo"
"113098","""Dreispitz” Development of Keller Stairs Construction AG","ed-dc-leo"
"113099","Hall Construction : Cost Estimate","ed-dc-leo"
"113100","New Workshop","ed-dc-leo"
"113102","Swimming Pool Cover Christ","ed-dc-leo"
"113103","Airport Lyon : Hall","ed-dc-leo"
"113104","Beverage Store in the Buchs Area","ed-dc-leo"
"113105","Engineering Office Realini & Bader","ed-dc-leo"
"113106","Swiss Farmers Association","ed-dc-leo"
"113107","Fire Department Magazine : Military Service Magazine","ed-dc-leo"
"113108","Fornara : Bubbles : Igloo : Motel Heimberg","ed-dc-leo"
"113109","Sewage Treatment Plant : Roofs : Holliger","ed-dc-leo"
"113110","J. Muff","ed-dc-leo"
"113111","Bertschmann + Ferretti : New Building","ed-dc-leo"
"113112","Design of the Lakeside in Biel","ed-dc-leo"
"113113","Niki’s Furniture Hall : New Hall","ed-dc-leo"
"113114","Pressing and Stamping Plant AG","ed-dc-leo"
"113115","Ingetec","ed-dc-leo"
"113116","Otto Infanger : Breeding Stable","ed-dc-leo"
"113117","Tennis Hall Burgdorf : Extension : Revision of the Built Hall","ed-dc-leo"
"113118","Riedisheim Community : Cultural Center","ed-dc-leo"
"113119","Fischer Bau Gruppeer : Agricultural Center","ed-dc-leo"
"113121","Modular Lightweight Shell","ed-dc-leo"
