_system_object_id,_id,_last_modified,oeu_nc_name_de_archive,oeu_nc_name_en_archive,oeu_nc_name_de_isler,oeu_nc_name_en_isler,_marker_de,_marker_en
"115257","20613","2021-07-27T07:06:51Z","Moser AG Fahrzeugbau : Anbau Vorbereitungsraum Sandstrahlen und Fassadensanierung","","Moser AG Fahrzeugbau","Moser AG Vehicle Construction","de_nicht_identisch","en_nicht_identisch"
"115273","20629","2023-05-23T07:41:58Z","Bubble : Dahinden Anfang Armenien","","Bubble : Dahinden Erstes Projekt Armenien","Bubble : Dahinden Initial Project Armenia","de_nicht_identisch","en_nicht_identisch"
"115283","20639","2023-02-20T16:55:30Z","Schlosserei (heute: Metallbau) Grundtner","","Schlosserei (heute Metallbau) Grundtner","Grundtner Locksmith's Shop (Today Metal Construction)","de_nicht_identisch","en_nicht_identisch"
"115286","20642","2021-07-23T06:58:26Z","Autogarage Prato Figli","","Autogarage Prato Figli Camorino","Garage Prato Figli Camorino","de_nicht_identisch","en_nicht_identisch"
"115349","20705","2023-03-28T12:24:18Z","Lagerhalle, Neubau WerkhalleWyss Söhne AG","","Lagerhalle, Neubau Werkhalle Wyss Söhne AG","Warehouse, New Factory Building Wyss Söhne AG","de_nicht_identisch","en_nicht_identisch"
"115366","20722","2023-05-03T16:56:04Z","Pro Rheno Betriebs AG: Abwasserreinigungsanlage ARA: Kunststoffabdeckung der Eindicker","","Pro Rheno Betriebs AG : Abwasserreinigungsanlage ARA : Kunststoffabdeckung der Eindicker","Pro Rheno Betriebs AG : Ara Wastewater Treatment Plant : Plastic Cover for the Thickener","de_nicht_identisch","en_nicht_identisch"
"115445","20801","2021-07-21T12:47:44Z","Leinen- und Baumwollspinnerei Konrad Eisenhut AG : Webereineubau","","Leinen- und Baumwollspinnerei Konrad Eisenhut AG","Linen and Cotton Spinning Mill Konrad Eisenhut AG","de_nicht_identisch","en_nicht_identisch"
"115450","20806","2023-03-28T12:24:18Z","Tenniscenter Chugele (?) Grenchen: Restaurant","","Tenniscenter Chugele (?) Grenchen : Restaurant","Tennis Center Chugele (?) Grenchen : Restaurant","de_nicht_identisch","en_nicht_identisch"
"115461","20817","2023-04-05T16:02:50Z","Divers Anfragen Auto-Carrosseriewerk Kiener","","Diverse Anfragen Auto-Carrosseriewerk Kiener","Various Inquiries Auto-Carrosseriewerk Kiener","de_nicht_identisch","en_nicht_identisch"
"115467","20823","2023-05-03T11:31:18Z","Tank- und Apparatebau Schwarz AG : Erweiterung III","","Tank und Apparatebau Schwarz AG","Tank and Apparatus Engineering Schwarz AG","de_nicht_identisch","en_nicht_identisch"
"115546","20902","2021-07-26T07:34:02Z","Zentralheizungen Pernova AG (F. Fellner) : 1. Etappe: Neubau Fabrikationshalle, 2. Etappe: Neubau: Lagerhalle","","Zentralheizungen Pernova AG (F. Fellner)","Central Heating System Pernova AG (F. Fellner)","de_nicht_identisch","en_nicht_identisch"
"115552","20908","2023-05-02T16:17:57Z","Universität Dortmund : Abteilung Bauwesen : Pavillon","","Universität Dortmund : Abteilung Bauwesen Pavillon","University of Dortmund : Department of Construction Pavilion","de_nicht_identisch","en_nicht_identisch"
"115561","20917","2023-05-02T12:49:27Z","Florélites Clause SA : Gartencenter RN 20 La Ville-du-Bois","","Florélites Clause SA: Gartencenter RN 20 La Ville-du-Bois","Florélites Clause SA: Garden Centre RN 20 La Ville-du-Bois","de_nicht_identisch","en_nicht_identisch"
"115580","20936","2021-07-26T12:09:41Z","Florélites Clause SA : Personalrestaurant","","Florélites Clause SA: Personalrestaurant","Florélites Clause SA: Staff Restaurant","de_nicht_identisch","en_nicht_identisch"
"115668","21024","2021-07-27T07:15:32Z","Ruwa Drahtschweisswerk AG","","Ruwa Drahtschweisswerk AG Sumiswald","Ruwa Wire Welding Plant AG Sumiswald","de_nicht_identisch","en_nicht_identisch"
"115722","21078","2023-03-01T13:45:36Z","Lesieur + Cotelle : 1./5. Etappe","Lesieur + Cotelle : 1st/5th Stage","Lesieur + Cotelle","Lesieur + Cotelle","de_nicht_identisch","en_nicht_identisch"
"115743","21099","2023-05-02T08:45:45Z","Mechanische Werkstätte Gebrüder Tanner AG : Erweiterung","","Mechanische Werkstätte Gebrüder Tanner AG","Mechanical Workshop Gebrüder Tanner AG","de_nicht_identisch","en_nicht_identisch"
"115778","21134","2023-05-02T08:36:10Z","Saner & Co.","","Saner & Co. Büsserach","Saner & Co. Büsserach","de_nicht_identisch","en_nicht_identisch"
"115856","21212","2023-05-03T16:59:14Z","Moser AG Fahrzeugbau : Fassadenplatten","","Moser AG Fahrzeugbau","Moser AG Vehicle Construction","de_nicht_identisch","en_nicht_identisch"
"115859","21215","2021-07-27T07:18:12Z","Ruwa Drahtschweisswerk AG : Stahlbau Stress, Hofkran","","Ruwa Drahtschweisswerk AG Sumiswald","Ruwa Wire Welding Plant AG Sumiswald","de_nicht_identisch","en_nicht_identisch"
"115872","21228","2021-07-21T09:34:54Z","Tank- und Apparatebau Schwarz AG : Erweiterung","","Tank und Apparatebau Schwarz AG","Tank and Apparatus Engineering Schwarz AG","de_nicht_identisch","en_nicht_identisch"
"115944","21300","2021-07-27T07:37:25Z","Tonwaren- und Porzellanfabrik Rössler AG : Garage, Lagerhalle","","Tonwaren- und Porzellanfabrik Rössler AG: Garage","Pottery and Porcelain Factory Rössler AG: Garage","de_nicht_identisch","en_nicht_identisch"
"115947","21303","2023-03-28T12:26:43Z","Monsieur Fontaine : Maison préfabriqué","","Monsieur Fontaine: Maison Préfabriqué","Monsieur Fontaine: Maison Préfabriqué","de_nicht_identisch","en_nicht_identisch"
"115989","21345","2021-07-26T13:27:23Z","Holzwerke Gebrüder Tschopp : Sprinkleranlage","","Holzwerke Gebrüder Tschopp Buttisholz","Woodworks Tschopp Brothers Buttisholz","de_nicht_identisch","en_nicht_identisch"
"116050","21406","2023-02-10T15:03:16Z","Volvo-Garage A. Binder","","Volvo Garage A. Binder","Volvo Garage A. Binder","de_nicht_identisch","en_nicht_identisch"
"116146","21502","2021-07-21T09:31:09Z","Tank- und Apparatebau Schwarz AG : Neubau","","Tank und Apparatebau Schwarz AG","Tank and Apparatus Engineering Schwarz AG","de_nicht_identisch","en_nicht_identisch"
"116176","21532","2023-05-11T14:34:34Z","Agie SA","","Agie SA Losone","Agie SA Losone","de_nicht_identisch","en_nicht_identisch"
"116244","21600","2023-05-03T17:03:00Z","Daniel Straub-Realschule (Gymnasium Geislingen): Innenhofüberdachung","","Daniel Straub-Realschule (Gymnasium Geislingen) : Innenhofüberdachung","Daniel Straub-Realschule (Gymnasium Geislingen) : Courtyard Roofing","de_nicht_identisch","en_nicht_identisch"
"116256","21612","2023-05-09T10:35:04Z","Laborbau WW","","LaborbauWW","LaboratoryWW","de_nicht_identisch","en_nicht_identisch"
"116283","21639","2023-05-02T09:04:22Z","Allgemeine Gold- und Silberscheideanstalt AG","","Allgemeine Gold- und Silberscheideanstalt","General Gold and Silver Refinery","de_nicht_identisch","en_nicht_identisch"
"116287","21643","2021-07-26T13:50:59Z","Leinenweberei Fabrikumbau Obersteg","","Leinenweberei Fabrikumbau Obersteg Schönengrund","Linen Weaving Factory Renovation Obersteg Schönengrund","de_nicht_identisch","en_nicht_identisch"
"116348","21704","2021-07-21T10:30:06Z","Metallbau H. Kohler & Sohn AG (Füglistaller Metallbau AG; heute aml AG Apparatebau und Metalltechnik)","","Metallbau H. Kohler & Sohn AG","Metal Construction  H. Kohler & Sohn AG","de_nicht_identisch","en_nicht_identisch"
"116382","21738","2023-03-28T12:29:28Z","Elektro-Apparatebau Olten AG (EAO): Lagerhalle","","Elektro-Apparatebau Olten AG (EAO) : Lagerhalle","Elektro-Apparatebau Olten AG (EAO) : Warehouse","de_nicht_identisch","en_nicht_identisch"
"116453","21809","2023-03-28T12:29:28Z","Firma Isyntha Klasing GmbH Elektroisolation : Statische Untesuchung derDeckenkonstruktion","","Firma Isyntha Klasing GmbH Elektroisolation : Statische Untersuchung der Deckenkonstruktion","Isyntha Klasing Gmbh Elektroisolation : Static Examination of the Ceiling Construction","de_nicht_identisch","en_nicht_identisch"
"116469","21825","2021-07-26T09:29:17Z","Broadland Sports Village : Hallenbad","","Broadland Sports Village","Broadland Sports Village","de_nicht_identisch","en_nicht_identisch"
"116470","21826","2021-07-21T08:29:49Z","Webereimaschinenfabrik Franz Morat : II","","Webereimaschinenfabrik Morat II","Weaving Machine Factory Morat II","de_nicht_identisch","en_nicht_identisch"
"116542","21898","2023-03-28T12:29:28Z","Busbetrieb Grenchen und Umgebung BGU","","Busbetrieb Grenchen und Umgebung (BGU)","Bus Service Grenchen and Surroundings (BGU)","de_nicht_identisch","en_nicht_identisch"
"116556","21912","2023-05-02T08:38:40Z","Orcava AG (Getränkelager Zogg) : Neubau Produktions- und Lagergebäude","Orcava AG (Beverage Warehouse Zogg) : New Production and Storage Building","Orcava AG","Orcava AG","de_nicht_identisch","en_nicht_identisch"
"116582","21938","2023-05-03T08:40:38Z","HIB : Flugzeugmuseum (Flieger Flab Museum) Dübendorf","","Flugzeugmuseum Dübendorf","Aircraft Museum Dübendorf","de_nicht_identisch","en_nicht_identisch"
"116648","22004","2023-03-09T14:44:28Z","HIB : Sportzentrum Brühl : Tennishallen","","HIB : Sportzentrum Brühl Tennishallen","HIB : Sports Centre Brühl Indoor Tennis Courts","de_nicht_identisch","en_nicht_identisch"
"116658","22014","2021-07-26T13:44:12Z","Kunststoffwerke Eschmann AG : Maschinenfundament","","Kunststoffwerk Eschmann Thun: Maschinenfundament","Plastics Works Eschmann Thun: Maschine Foundation","de_nicht_identisch","en_nicht_identisch"
"116674","22030","2021-07-21T09:13:40Z","VW-Garage F. Wittwer (heute Buchmatt Garage AG)","","VW Garage Wittwer (heute Buchmatt Garage AG)","VW Garage Wittwer (today Buchmatt Garage AG)","de_nicht_identisch","en_nicht_identisch"
"116675","22031","2023-05-02T15:02:51Z","Böhi & Co. : Garagenneubau","","Boehi & Co. : Garage","Boehi & Co. : Garage","de_nicht_identisch","en_nicht_identisch"
"116743","22099","2023-04-04T10:12:56Z","Bad Siders","","Bad Siders Sierre","Public Bath Siders","de_nicht_identisch","en_nicht_identisch"
"116746","22102","2023-05-02T12:27:13Z","Saudi Automotive Services Co. SASCO : Tankstelle und Verkaufsshop (Kiosk) C1","","Saudi Automotive Services Co. SASCO: Tankstelle und Verkaufsshop (Kiosk) C1","Saudi Automotive Services Co. Sasco : Gas Station and Sales Shop (Kiosk) C1","de_nicht_identisch","en_nicht_identisch"
"116770","22126","2023-05-03T17:02:23Z","Freibad Tramelan : Kletterskulptur","","Freibad Tramelan: Kletterskulptur","Tramelan Outdoor Pool : Climbing Sculpture","de_nicht_identisch","en_nicht_identisch"
"116781","22137","2021-07-21T09:17:20Z","Ulfer S.A. Fer et Acier (später Acifer Léman SA)","","Ulfer S.A. Fer et Acier","Ulfer S.A. Fer et Acier","de_nicht_identisch","en_nicht_identisch"
"116785","22141","2023-03-28T12:30:39Z","Berger Stahlbau : Werkhalle","","Berger Stahlbau : Werkhalle Puchheim","Berger Stahlbau : Factory Hall Puchheim","de_nicht_identisch","en_nicht_identisch"
"116788","22144","2021-07-26T10:52:42Z","Einfamilienhaus Horber","","Einfamilienhaus Horber Meikirch","Single-Family House Horber Meikirch","de_nicht_identisch","en_nicht_identisch"
"116852","22208","2023-05-11T15:35:41Z","Zementwerke E. Grob","","Zementwerke Grob","Cement Works Grob","de_nicht_identisch","en_nicht_identisch"
"116855","22211","2021-07-22T14:30:01Z","Coop Verteilzentrum Wangen : Versandhalle","","Coop Verteilzentrum Wangen: Versandhalle","Coop Distribution Centre Wangen: Shipping hall","de_nicht_identisch","en_nicht_identisch"
"116875","22231","2021-07-21T10:25:14Z","Mineralöl-Import Bucher & Co. AG (heute Bucher-Motorex Gruppe)","","Mineralöl-Import Bucher & Co. AG","Mineral Oil Import Bucher & Co. AG","de_nicht_identisch","en_nicht_identisch"
"116885","22241","2023-05-09T21:57:42Z","Trumpf & Co.","","Trump & Co.","Trump & Co.","de_nicht_identisch","en_nicht_identisch"
"116949","22305","2023-04-11T20:44:13Z","Acton GmbH : Lagerhalle mit Verwaltungsgebäude","","Acton GmbH : Lagerhalle mit Verwaltungsgebäude Herbolzheim","Acton GmbH : Warehouse With Administration Building","de_nicht_identisch","en_nicht_identisch"
"116963","22319","2023-02-28T17:04:31Z","Maschinenfabrik Seewer AG (heute RONDO Burgdorf AG)","Machine Factory Seewer AG (Today Rondo Burgdorf AG)","Maschinenfabrik Seewer AG","Machine Factory Seewer AG","de_nicht_identisch","en_nicht_identisch"
"116974","22330","2023-03-28T12:31:49Z","Sport Village Bolton","","Sportdorf Bolton","Sport Village Bolton","de_nicht_identisch","en_nicht_identisch"
"116981","22337","2023-03-28T12:31:49Z","Kurt Braun Garage Carrosserie: Vordach","","Kurt Braun Garage Carrosserie : Vordach","Kurt Braun Garage Bodywork : Canopy","de_nicht_identisch","en_nicht_identisch"
"116997","22353","2023-05-09T12:36:50Z","Zentralheizungen Stoffel & Ambühl (heute Otto Stoffel AG Haustechnik)","Central Heating Stoffel & Ambühl (Today Otto Stoffel AG Haustechnik)","Zentralheizungen Stoffel & Ambühl","Central Heating System Stoffel & Ambühl","de_nicht_identisch","en_nicht_identisch"
"117058","22414","2023-05-11T14:43:05Z","Allgemeiner Consumverein ACV Basel : Do it yourself shopping","","Allgemeiner Consumverein ACV Basel : Do It Yourself Shopping Basel","General Consumer Association ACV Basel : Do It Yourself Shopping Basel","de_nicht_identisch","en_nicht_identisch"
"171521","22439","2022-01-10T09:10:07Z","Weihnachtsbeleuchtung Zürich Altstadt (Innenstadt)","","Weihnachtsbeleuchtung Zürich Altstadt","Christmas Lights Zurich Old Town","de_nicht_identisch","en_nicht_identisch"
"171705","22443","2022-01-07T12:20:43Z","Verwaltungszentrum Uetlihof : Boulevard-Café : Interieur","","Verwaltungszentrum Uetlihof","Uetlihof Administrative Center","de_nicht_identisch","en_nicht_identisch"
"171706","22444","2021-12-23T08:13:32Z","Weihnachtsbeleuchtung Baden Innenstadt","","Weihnachtsbeleuchtung Baden","Christmas Lights Baden","de_nicht_identisch","en_nicht_identisch"
"171707","22445","2021-07-26T07:42:56Z","Weltausstellung Osaka 1970 : Ausstellungspavillon","Expo Osaka 1970 : Swiss Pavilion","Weltausstellung Osaka 1970: Ausstellungspavillon","World Exhibition Osaka 1970: Exhibition Pavilion","de_nicht_identisch","en_nicht_identisch"
"171728","22450","2021-07-26T12:11:55Z","Flughafen Zürich-Kloten : Bahnhof : Perronwandgestaltung","","Flughafen Zürich-Kloten: Bahnhof: Perronwandgestaltung","Zurich-Kloten Airport: Train Station: Platform Wall Design","de_nicht_identisch","en_nicht_identisch"
"171729","22451","2022-01-07T11:17:37Z","Verwaltungszentrum Uetlihof : Innenhof (Atrium West) : Brunnenplastik (Polyesterblume)","","Verwaltungszentrum Uetlihof","Uetlihof Administrative Center","de_nicht_identisch","en_nicht_identisch"
"171740","22454","2021-07-26T13:06:49Z","Hallenbad Zürich-Oerlikon : Leuchtkörper (drei Polyesterrosen); Deckengemälde (Wolkenstruktur); Farbgebung","","Hallenbad Zürich-Oerlikon: Leuchtkörper","Zurich-Oerlikon Indoor Swimming Pool: Luminous Body","de_nicht_identisch","en_nicht_identisch"
"171751","22461","2022-01-07T10:08:09Z","DAi-ichi-Kangyo Bank Schweiz AG : Lichtgestaltung : Neoninstallation Treppenhaus, abstehender Reklamekasten (aussen)","","DAi-ichi-Kangyo Bank Schweiz AG","DAi-ichi-Kangyo Swiss Bank AG","de_nicht_identisch","en_nicht_identisch"
"172125","22475","2021-07-26T15:26:31Z","Obere Bahnhofstrasse Wil : Fussgängerzone","","Obere Bahnhofstrasse Wil","Obere Bahnhofstrasse Wil","de_nicht_identisch","en_nicht_identisch"
"172127","22476","2021-12-23T14:54:40Z","Kongresshaus Zürich: Erscheinungsbild : Gutachten","","Kongresshaus Zürich : Erscheinungsbild : Gutachten","Kongresshaus Zurich : Appearance : Expert Opinion","de_nicht_identisch","en_nicht_identisch"
"172129","22478","2021-07-26T08:32:15Z","Allgemeine Plakatgesellschaft APG : Plakatträger","","Allgemeine Plakatgesellschaft APG","General Poster Company APG","de_nicht_identisch","en_nicht_identisch"
"172141","22486","2021-07-26T12:05:15Z","Ferienhaus E[mil] Walter","","Ferienhaus Emil Walter","Holiday Home Emil Walter","de_nicht_identisch","en_nicht_identisch"
"172161","22500","2021-07-23T08:53:18Z","Wohnhäuser","","Wohnhäuser Walter Willi","Residences Walter Willi","de_nicht_identisch","en_nicht_identisch"
"172167","22505","2021-07-26T10:25:40Z","CERN Organisation Européenne pour la Recherche Nucléaire : 1. Etappe","","CERN Organisation Européenne pour la Recherche Nucléaire","CERN European Organization for Nuclear Research","de_nicht_identisch","en_nicht_identisch"
"172182","22518","2021-12-22T08:37:08Z","Café «B» : Interieur","","Café B","Café B","de_nicht_identisch","en_nicht_identisch"
"172184","22520","2021-07-26T07:41:51Z","Weltausstellung Osaka 1970 : Schweizer Pavillon : Möblierung Restaurants und Bar","","Weltausstellung Osaka 1970: Schweizer Pavillon","World Exhibition Osaka 1970: Swiss Pavilion","de_nicht_identisch","en_nicht_identisch"
"172185","22521","2022-01-07T09:14:32Z","Weltausstellung Osaka 1970 : Schweizer Pavillon : Tapisserien","","Weltausstellung Osaka 1970: Schweizer Pavillon","World Exhibition Osaka 1970: Swiss Pavilion","de_nicht_identisch","en_nicht_identisch"
"172241","22530","2021-07-26T12:47:58Z","Gestaltung eines Privatgartens (Garten Böcklinstrasse 14) : Baumschnitt; Lauben","","Gestaltung eines Privatgartens Böcklinstrasse","Design of a private garden in Böcklinstrasse","de_nicht_identisch","en_nicht_identisch"
"172520","22536","2021-12-23T14:58:41Z","Baltensperger Zürich : Drucksachen","","Baltensperger Zürich","Baltensperger Zurich","de_nicht_identisch","en_nicht_identisch"
"191960","22564","2022-01-21T07:39:12Z","Brauerei","","Brauerei Chur","Brewery Chur","de_nicht_identisch","en_nicht_identisch"
"192175","22565","2021-12-22T09:40:26Z","Tribolet W.","","Tribolet","Tribolet","de_nicht_identisch","en_nicht_identisch"
"192650","22568","2022-01-07T08:58:08Z","Prenova AG, F. Feller","","Prenova AG Feller","Prenova AG Feller","de_nicht_identisch","en_nicht_identisch"
"192923","22570","2021-12-22T13:31:22Z","Kohler AG","","Metallbau H. Kohler & Sohn AG","Metal Construction H. Kohler & Sohn AG","de_nicht_identisch","en_nicht_identisch"
"192999","22571","2021-07-23T07:11:56Z","Altherr E.","","Autogarage Erwin Altherr","Garage Erwin Altherr","de_nicht_identisch","en_nicht_identisch"
"193015","22572","2021-07-23T07:13:39Z","Altherr E.","","Autogarage Erwin Altherr","Garage Erwin Altherr","de_nicht_identisch","en_nicht_identisch"
"193031","22573","2021-07-23T07:12:49Z","Altherr E.","","Autogarage Erwin Altherr","Garage Erwin Altherr","de_nicht_identisch","en_nicht_identisch"
"193229","22576","2021-12-22T13:31:00Z","W. Bösiger AG","","Bösiger AG","Bösiger AG","de_nicht_identisch","en_nicht_identisch"
"431561","22582","2021-07-27T07:34:55Z","Universität Zürich : Institutsgebäude Zürichbergstrasse 4 : Sanierung und Umbau","","Universität Zürich: Institutionsgebäude","University of Zurich: Institutional Building","de_nicht_identisch","en_nicht_identisch"
"431563","22583","2021-07-27T07:41:57Z","Universität Zürich : Institutsgebäude Zürichbergstrasse 4 : Kunst am Bau (Wandgestaltung)","","Universität Zürich: Institutionsgebäude","University of Zurich: Institutional Building","de_nicht_identisch","en_nicht_identisch"
"431564","22584","2021-07-27T07:20:41Z","Sanyo : Lichtinstallation","","Sanyo","Sanyo","de_nicht_identisch","en_nicht_identisch"
"512929","22604","2021-07-26T07:43:43Z","Weltausstellung Osaka 1970 : «Strahlende Struktur» (Lichtwolke)","","Weltausstellung Osaka 1970: «Strahlende Struktur»","World Exhibition Osaka 1970: ""Radiant Structure""","de_nicht_identisch","en_nicht_identisch"
"644820","22613","2021-07-30T10:14:32Z","Künstlermaskenball Zürich : Raumgestaltung","","Künstlermaskenball Zürich","Artist Mask Ball Zurich","de_nicht_identisch","en_nicht_identisch"
"644821","22614","2021-07-26T08:08:16Z","100 Jahre Baltensperger Juwelier : Farbige Glühlampen (Schaufensterdekoration)","","Baltensperger Juwelier","Baltensperger Jeweler","de_nicht_identisch","en_nicht_identisch"
"644822","22615","2022-01-10T09:10:38Z","Courrèges : Schaufensterelement","","Courrèges: Schaufensterelement Zürich","Courrèges: Zurich Shop Window Element","de_nicht_identisch","en_nicht_identisch"
"786490","26528","2022-10-05T19:14:47Z","Denkmal Giuseppe Motta","","Denkmal Giuseppe Motta #860E3518","Monument to Giuseppe Motta # 860E3518","de_nicht_identisch","en_nicht_identisch"
"788369","28407","2022-10-05T19:47:04Z","Denkmal Giuseppe Motta","","Denkmal Giuseppe Motta #2513CF8E","Monument to Giuseppe Motta # 2513cf8e","de_nicht_identisch","en_nicht_identisch"
"794323","34361","2022-10-05T19:59:12Z","Schweizerische Landesausstellung 1939 : Dörfli mit Gemeindehaus, Genossenschaftshaus und ostschweizerischer Winzerstube Zur Rebe","","Das Dörfli mit Gemeindehaus, Genossenschaftshaus und ostschweizerischer Winzerstube Zur Rebe","The Town With the Parish Hall, the Cooperative Building and the Zur Rebe Winegrowers’ Parlor in Eastern Switzerland","de_nicht_identisch","en_nicht_identisch"
